ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count	HMDB_ChEBI	HMDB_ChEBI_count	keymolnet_id	KEGG_KMN_count	KEGG_KMN_molecules
H00211	Hemochromatosis	D006432	235200;602390;613313;604250;606069;615517	E83.1	5C64.1Y	NO_DATA	NO_DATA	NO_DATA	TFR2;HJV;FTH1;SLC40A1;BMP2;HAMP;HFE	A0A024R525;Q6ZVN8;Q9NP59;Q30201;A0A024R4F5;Q9UP52;P02794;P81172;P12643	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	9.0	7.0	0.0	29034	1.0	KMN468	42.0	Q99988;P81172;P02792;P22004;Q30201;P43026;P03971;Q8N4E7;CHEBI:29034;P13497;A0A024R4F5;P01374;Q9UK05;P49281;Q7Z5Y6;Q9NP59;O95972;Q6ZVN8;Q9UP52;O60383;P55107;P05231;Q9NR23;P34820;P00738;O95390;P12645;P12644;P12643;P02794;P22003;Q13485;P18075;A0A024R525;Q06643;Q96S42;Q6KF10;P02787;P01375;CHEBI:29033;Q7Z4P5;O95393
H00212	Acrodermatitis enteropathica	C538178	201100	E83.2	5C64.20	NO_DATA	NO_DATA	NO_DATA	SLC39A4	Q6P5W5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0	29105	1.0	KMN561	2.0	Q6P5W5;CHEBI:29105
H00213	Hypophosphatasia	D007014	146300;241500;241510	E83.3	5C64.3	NO_DATA	NO_DATA	NO_DATA	ALPL	P05186;A0A024RAB4	Asfotase alfa	D10595	NO_DATA	1174277-80-5	NO_DATA	2.0	1.0	0.0	17553;18405;26078;18405	4.0	KMN562	6.0	A0A024RAB4;CHEBI:17553;P05186;CHEBI:29888;CHEBI:26078;CHEBI:18405
H00216	Congenital adrenal hyperplasia	D000312	201710;201810;201910;202010;202110	E25.0	5A71.01	NO_DATA	NO_DATA	NO_DATA	STAR;CYP17A1;CYP11B1;CYP21A2;HSD3B2	P05093;P49675;P26439;Q8TDD0;Q1HB44;Q6IBK0;P08686;A0A024R0F9;Q08AG9;Q16874;P15538	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Cortisone acetate	D00983;D00292;D00975;D00472;D00981;D00473;D00407;D00751;D00979;D00973	DB00620;DB01234;DB01234;DB00860;DB00860;DB00635;DB00959;DB00959;DB00959;DB01380	76-25-5;50-02-2;2392-39-4;50-24-8;125-02-0;NA;83-43-2;2375-03-3;53-36-1;50-04-4	71418;41879;4462;8378;8379;NA;6888;6890;6889;3897	11.0	5.0	10.0	27584;16422;17650;28689;16469;17347;17252;29103;29101;805752;16814;17066;16422;17650;28689;15903;16469;17347;18332;18258;28750;17252;17996;29103;29101;16814;17026;17933;16422;16422;28689;15903;17347;771;17252;17252;16737;29103;29101;28976;28324;16422;17347;17252;16814;24103;28727;34352;131924;16973;27584;17650;16469;17347;29103;16814	56.0	KMN342	51.0	P26439;CHEBI:17252;Q6IBK0;CHEBI:805752;CHEBI:16737;CHEBI:50113;CHEBI:17347;CHEBI:17650;P01229;P01225;P11511;CHEBI:24103;Q8TDD0;CHEBI:18332;CHEBI:24261;P49675;P05093;P01889;P08686;CHEBI:17066;Q08AG9;A0A024R0F9;CHEBI:18258;CHEBI:17933;CHEBI:34352;CHEBI:28750;CHEBI:16827;CHEBI:17026;CHEBI:28976;Q1HB44;CHEBI:16469;CHEBI:28727;CHEBI:16581;CHEBI:16973;CHEBI:16814;CHEBI:17996;CHEBI:15903;CHEBI:29101;CHEBI:28689;CHEBI:28324;CHEBI:27584;CHEBI:771;P04150;P01189;P15538;CHEBI:29103;CHEBI:16422;CHEBI:131924;Q16874;CHEBI:50114;P01215
H00217	Pulmonary alveolar proteinosis	D011649	NO_DATA	J84.0	CB04.31	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	0.0	0.0	0.0	NO_DATA	0.0	KMN757	14.0	P32927;Q8IWL1;P01861;P07988;Q8IWL2;P07864;P00338;P01857;P01860;P35247;P11686;P01859;P07195;P04141
H00218	Cystic fibrosis	D003550	219700	E84	CA25	NO_DATA	NO_DATA	NO_DATA	TGFB1;FCGR2A;CFTR	P01137;P12318;P13569;A0A024R730	Chloramphenicol sodium succinate;Tobramycin;Acetylcysteine;Dornase alfa;Ivacaftor;Lumacaftor and ivacaftor;Tezacaftor and ivacaftor;Elexacaftor, ivacaftor and tezacaftor;Pancrelipase	D02185;D00063;D00221;D03896;D09916;D10685;D11042;D11700;D05349	DB00446;DB00684;DB06151;DB00003;DB00085	982-57-0;32986-56-4;616-91-1;143831-71-4;873054-44-5;1815566-23-4;1969264-35-4;NA;53608-75-6	3606;28864;28939;NA;66901;90950;NA;NA;NA	4.0	3.0	5.0	16919;17687;30797;17196;17712;30813;16755;16737;16359;28834;30805;16325;15908;9907;28911;74767;17201;17243;8207;28621;31835;32063	22.0	KMN566	108.0	CHEBI:28384;P35498;Q14524;CHEBI:17712;CHEBI:4167;CHEBI:17196;Q05655;CHEBI:30805;Q15858;P05129;Q9Y6N3;CHEBI:28911;CHEBI:32063;Q9UQD0;CHEBI:12777;CHEBI:77016;CHEBI:28621;P13861;Q14940;Q6AI14;CHEBI:8207;P11226;CHEBI:17544;CHEBI:27938;P13569;CHEBI:17687;CHEBI:15908;P48764;Q9UHC3;P17612;Q9UI33;P31321;Q9NY72;Q9NY46;Q07699;P35030;Q9UQC9;CHEBI:9907;P41743;Q05513;Q8IVB4;P51170;P31323;Q92581;P07477;CHEBI:17234;P01375;O60939;Q04759;CHEBI:29101;CHEBI:28834;A0A024R730;P19634;Q01118;CHEBI:17243;CHEBI:16755;Q14CN2;CHEBI:28125;CHEBI:31835;CHEBI:74767;P07478;P05231;CHEBI:17634;Q16515;CHEBI:30813;CHEBI:33234;P60022;P37088;P51817;CHEBI:30797;P22694;O94806;Q15139;P05771;CHEBI:42758;P10644;P51168;P22301;P10145;Q9Y2E8;Q4G0N8;CHEBI:16737;P24723;P01137;CHEBI:6497;P01275;Q8IWT1;P01308;P35499;Q02156;Q99250;P17252;P51172;P12318;CHEBI:17996;CHEBI:17201;Q5TAH2;CHEBI:27300;A8K7I4;Q9Y5Y9;Q9BZL6;P78348;CHEBI:16359;Q96T83;CHEBI:16919;CHEBI:16325;Q9UBY0;P22612
H00220	Factor V deficiency	NO_DATA	227400	D68.2	3B14.Z	NO_DATA	Owren disease	NO_DATA	F5	P12259	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0	NO_DATA	0.0	KMN226	1.0	P12259
H00222	Afibrinogenemia	NO_DATA	202400	D68.2	3B14.0	NO_DATA	Dysfibrinogenemia	NO_DATA	FGG;FGB;FGA	V9HVY1;P02675;P02679;P02671	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	3.0	0.0	NO_DATA	0.0	KMN232	4.0	V9HVY1;P02671;P02679;P02675
H00224	Bernard-Soulier syndrome	NO_DATA	153670;231200	D69.1	3B62.01	NO_DATA	Giant platelet syndrome	NO_DATA	GP1BB;GP1BA;GP9	L7UYB8;P07359;P14770;P13224	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	3.0	0.0	NO_DATA	0.0	KMN215	7.0	P14770;L7UYB8;P13224;P08514;P07359;P04275;P40197
H00225	Thrombotic thrombocytopenic purpura	NO_DATA	274150	D69.2	3B64.14	NO_DATA	Moschcowitz disease;Schulman-Upshaw syndrome	NO_DATA	ADAMTS13	Q76LX8	Ticlopidine hydrochloride;Caplacizumab	D01028;D11160	DB00208	53885-35-1;915810-67-2	9589;NA	1.0	1.0	1.0	NO_DATA	0.0	KMN803	5.0	P08603;CHEBI:15552;Q76LX8;P05121;P04275
H00227	Congenital amegakaryocytic thrombocytopenia	NO_DATA	604498	D69.4	3B64.01	NO_DATA	NO_DATA	NO_DATA	MPL	P40238	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0	NO_DATA	0.0	KMN224	1.0	P40238
H00230	Hereditary spherocytosis	NO_DATA	182900;616649;270970;612653;612690	D58.0	3A10.Y	NO_DATA	NO_DATA	NO_DATA	SPTB;ANK1;SPTA1;EPB42;SLC4A1	P16452;P02730;P11277;P02549;P16157	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	5.0	5.0	0.0	NO_DATA	0.0	KMN187	12.0	Q12955;Q01082;P16157;P16452;P02549;Q01484;O15020;Q13813;P02730;Q9H254;Q9NRC6;P11277
H00231	Hereditary elliptocytosis	NO_DATA	611804;130600;182870;166900	D58.1	3A10.2	NO_DATA	NO_DATA	NO_DATA	SLC4A1;EPB41;SPTA1;SPTB	Q1WWM3;P02730;P11171;P11277;Q59F12;P02549	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	6.0	4.0	0.0	NO_DATA	0.0	KMN189	19.0	Q9BYX7;P63261;P63267;P11171;Q01082;Q59F12;P60709;P02730;P11277;P68032;O15020;P68133;Q562R1;P62736;P02549;Q1WWM3;Q13813;Q9H254;Q9NRC6
H00232	Hereditary stomatocytosis	NO_DATA	185000;194380;616689;609153;185020;608885	D58.8	3A10.Y	NO_DATA	NO_DATA	NO_DATA	RHAG;ABCB6;SLC2A1;PIEZO1;KCNN4;SLC4A1;PSHK2	Q9NP58;Q02094;Q59GX2;P11166;Q96E98;P02730;Q92508;O15554	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	8.0	7.0	0.0	NO_DATA	0.0	KMN188	11.0	Q59GX2;Q96E98;Q02094;Q92508;P27105;O15554;P11166;P02730;P18577;Q9NP58;Q02161
H00238	Fanconi anemia	NO_DATA	227650;300514;227645;605724;227646;600901;603467;614082;609053;609054;614083;609644;610832;613390;613951;615272;617244;617883;616435;617247;617243;617784	D61.0	3A70.0	NO_DATA	NO_DATA	NO_DATA	PALB2;FANCF;BRIP1;BRCA2;FANCG;PHF9;FANCD2;FANCB;FANCL;FANCI;RFWD3;FANCE;FANCM;ERCC4;SLX4;MAD2L2;XRCC2;UBE2T;FANCC;RAD51;FANCA;BRCA1;RAD51C;XRCC9	Q9BX63;Q9UI95;A0A024R9N2;A3KME0;A0A024R9A9;Q00597;Q9NW38;Q86YC2;A0A024RBW1;Q06609;Q8NB91;P51587;P38398;Q9NPI8;O43543;O43502;Q9NVI1;O15360;Q53XM5;O15287;Q9HB96;Q92889;A0A024R4I4;Q8IY92;Q6PCD5;A0A1W1GSK9;A0A384MEK2;Q9BXW9;Q9NPD8;Q8IYD8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	30.0	24.0	0.0	NO_DATA	0.0	KMN198	35.0	Q6PCD5;A0A024RBW1;O15360;A3KME0;A0A024R9A9;O43543;Q13535;P54132;Q8NB91;Q13315;Q9NW38;Q9NPD8;Q53XM5;Q06609;P51587;Q92889;A0A024R9N2;O60934;Q9HB96;Q8IYD8;A0A1W1GSK9;Q8IY92;Q9UI95;A0A384MEK2;Q9BXW9;A0A024R4I4;Q9NVI1;Q9BX63;P49959;P38398;Q86YC2;Q00597;Q9NPI8;O43502;O15287
H00239	Bartter syndrome	D001477	601678;241200;607364;602522;613090;300971;601198	E26.8	GB90.43	NO_DATA	NO_DATA	NO_DATA	MAGED2;CLCNKA,CLCNKB;BSND;SLC12A1;CASR;KCNJ1;CLCNKB;CLCNKA	A8K8H0;Q5VU50;P48048;Q9UNF1;A0A024R9Y7;Q8WZ55;Q8IUN5;P51801;P51800;A8K432;P41180;Q13621	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	12.0	8.0	0.0	27584;29108;17996;18420;29103;29101;27584;17650;16199;17252;29108;17996;18420;16737;29103;29101;28976;29108;17996;18420;29103;29101;16526;27584;29108;18420;16737;29103;29101;28976;26078;17933;27584;16199;29108;17996;18420;16737;29103;29101;28976;29108;17996;29103;29101;28976	46.0	KMN323	46.0	P06870;Q9Y5K2;Q8IUN5;CHEBI:16199;CHEBI:17252;CHEBI:16737;P51800;O43240;CHEBI:17650;CHEBI:26338;P03952;Q9UBX7;Q9UKQ9;P51801;O60259;Q9UNF1;A8K8H0;Q8WZ55;Q5VU50;P41180;Q9H2R5;CHEBI:18420;P00797;P07288;P20151;A8K432;CHEBI:17933;Q9Y337;CHEBI:28976;CHEBI:16526;P01019;Q9P0G3;Q13621;CHEBI:26333;CHEBI:17996;CHEBI:27584;Q9UKR3;Q92876;CHEBI:29103;CHEBI:29108;P48048;Q9UKR0;P49862;CHEBI:26078;CHEBI:29101;A0A024R9Y7
H00240	Gitelman syndrome	D053579	263800	E26.8	5C64.41	NO_DATA	NO_DATA	NO_DATA	SLC12A3	P55017	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0	18420;29103;28976	3.0	KMN317	8.0	CHEBI:27584;P55017;CHEBI:28976;CHEBI:18420;P00797;CHEBI:29103;CHEBI:29108;CHEBI:29101
H00242	Liddle syndrome	NO_DATA	177200;618114;618126	I15.2	BA04	NO_DATA	NO_DATA	NO_DATA	SCNN1A;SCNN1B;SCNN1G	P51168;B2R812;A5X2V1;P51170;P37088	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	5.0	3.0	0.0	NO_DATA	0.0	KMN826	9.0	CHEBI:27584;P00797;P51170;CHEBI:29103;P51168;P51172;P37088;B2R812;A5X2V1
H00244	Pseudohypoparathyroidism	D011547	103580;603233;612462;612463	E20.1	5A50.1	NO_DATA	NO_DATA	NO_DATA	GNASAS1;GNAS;STX16	Q5JWF2;O95467;A0A0S2Z3H8;O14662;P63092	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	5.0	3.0	0.0	NO_DATA	0.0	KMN331	8.0	P63092;O14662;P01270;CHEBI:35780;O95467;CHEBI:29108;Q5JWF2;A0A0S2Z3H8
H00254	Growth hormone deficiency	D004393	262400;613038;262500;312000;262650;615925	E23.0	5A61.0;5A61.3	NO_DATA	Pituitary dwarfism	NO_DATA	OTX2;BTK;LHX3;POU1F1;GH1;GHRHR;HESX1;GHR;GHSR;LHX4;PROP1;SOX3	A1LQR0;Q9UBX0;A0A090N8Y6;Q02643;P28069;A0A0S2Z5S4;F1T0D5;P10912;B1A4G6;A0A0G2JQ02;P32243;Q9UBR4;Q06187;F1T0D1;Q92847;Q969G2;Q5JY90;P41225;P01241;O75360	Somatropin;Somapacitan	D02691;D11194	DB00052	12629-01-5;1338578-34-9	NA;NA	20.0	12.0	1.0	18332	1.0	KMN339	22.0	A0A090N8Y6;CHEBI:18332;P10912;Q92847;A0A0S2Z5S4;O75360;Q9UBX0;A1LQR0;B1A4G6;Q06187;P28069;P01242;A0A0G2JQ02;Q9UBR4;P41225;P01241;F1T0D1;Q5JY90;Q969G2;F1T0D5;Q02643;P32243
H00259	Apparent mineralocorticoid excess syndrome	D043204	218030	E26.1	5A72.1	NO_DATA	11-beta-ketoreductase deficiency	NO_DATA	HSD11B2	P80365	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0	17650;29103	2.0	KMN713	7.0	CHEBI:27584;P08235;P00797;CHEBI:29103;CHEBI:16962;CHEBI:17650;P80365
H00265	Hereditary sensory and autonomic neuropathy	D009477	162400;613640;201300;613115;614213;243000;223900;256800;608654;614653;615548;616488;613708;614116;615632;256840	G90.1;G60.8	8C21	NO_DATA	NO_DATA	NO_DATA	KIF1A;DNMT1;SPTLC1;SCN9A;NTRK1;NGFB;DST;FAM134B;ATL3;CCT5;ATL1;ELP1;WNK1;SPTLC2;IKBKAP;SCN11A;PRDM12;NGF	Q03001;A5D8Z4;V9HW37;O95163;P26358;A0A0S2Z5B0;I6L9H2;A0A024R6H1;P48643;Q9H6L5;Q9H4A3;Q4LE38;Q6P0N6;Q8WXF7;B4DSS9;Q12756;P04629;Q9H4Q4;Q53F53;Q9UI33;A0A024R277;Q8N516;P01138;O15269;Q15858;O15270;Q6DD88;Q6NUL7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	28.0	18.0	0.0	NO_DATA	0.0	KMN634	29.0	Q9H6L5;Q8WXF7;A5D8Z4;Q9UI33;Q6P0N6;Q03001;B4DSS9;V9HW37;A0A024R6H1;O15270;Q15858;P26358;Q53F53;Q8N516;Q9H4A3;A0A0S2Z5B0;Q4LE38;O15269;P48643;O95163;P04629;CHEBI:36500;P01138;A0A024R277;I6L9H2;Q12756;Q9H4Q4;Q6NUL7;Q6DD88
H00272	Multiple sulfatase deficiency	D052517	272200	E75.2	5C56.02	NO_DATA	NO_DATA	NO_DATA	SUMF1	Q8NBK3	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0	NO_DATA	0.0	KMN558	3.0	Q8NBK3;CHEBI:18085;CHEBI:18318
H00275	Cystinosis	D003554	219800;219900;219750	E72.0	5C60.1	NO_DATA	NO_DATA	NO_DATA	CTNS	O60931;A0A0S2Z3K3	Cysteamine bitartrate;Cysteamine hydrochloride	D10468;D03635	DB00847	27761-19-9;156-57-0	NA;NA	2.0	1.0	1.0	16113	1.0	KMN427	4.0	O60931;CHEBI:16283;CHEBI:16113;A0A0S2Z3K3
H00286	Crohn disease	D003424	266600;612261;611081;612567;613148;612278	K50	DD70	NO_DATA	NO_DATA	NO_DATA	CRFB4;IL6;TNFSF15;IRGM;IL10RB;IL23R;NOD2;SLC22A5;IL10RA;SLC22A4;ATG16L1	O76082;Q08334;Q5VWK5;P05231;Q9H015;O95150;Q676U5;A0A0U5JA19;Q9HC29;Q13651;Q17RG0;A1A4Y4	Prednisolone sodium phosphate;Prednisone;Budesonide;Natalizumab;Vedolizumab;Infliximab;Adalimumab;Certolizumab pegol;Ustekinumab	D00981;D00473;D00246;D06886;D08083;D02598;D02597;D03441;D09214	DB00860;DB00635;DB01222;DB00108;DB00065;DB00051	125-02-0;NA;51333-22-3;189261-10-7;943609-66-3;170277-31-3;331731-18-1;428863-50-7;815610-63-0	8379;NA;3207;NA;NA;NA;NA;NA;NA	12.0	11.0	6.0	17066;16450;15698;17405;18101;15727;16708;28865;30772;15366;41139;16027;16335;16990;16958;17489;15344;16919;17562;17724;30769;15354;53455;17482;16236;16865;15428;16344;44747;17754;16750;17687;32398;16015;17368;17895;17295;16977;17203;16830;16857;17196;17191;17202;15971;18019;17115;422;17053;17596;57589;30745;46905;15729;17553;16742;15882;30768;16709;17924;15891;15741;17992;17712;18107;17568;15760;89228;30835;15676;9171;17780;28398;86147;28837;37023;16467;30776;16737;89519;16359;16040;18050;68830;45571;16946;15603;16643;18089;18344;28484;15699;18095;16881;84834;27823;28631;18102;144308;28831;53210;42504;28842;29019;17824;16414;17418;29009;16349;18139;15724;16828;16525;20607;15343;17515;5445;17935;16610;17154;17148;18022;15940;18189;15347;17847;16135;17790;27971;17899;37070;17437;18127;16183;16007;17854;25682;15966;17153;16583;15743;5672;4260;36378;28885;89206;4608;121338;17169;16424;16638;17364;82927;88712;88739;35687;82914;73707;77761;18397;87393;35559;89173;32892;29005;29021;37830;31571;41330;89828;84069;27750;16011;48943;77927;87434;34118;77929;41808;34787;77700;31725;52774;17700;88764;27632;27374;16472;77322;35661;25187;50035;16310;19203;23012;9457;87362;6854;84268;77512;16101;41253	202.0	KMN762	271.0	CHEBI:16857;CHEBI:37023;CHEBI:28842;CHEBI:16742;CHEBI:53210;Q17RG0;P08253;CHEBI:17712;P29459;CHEBI:28631;CHEBI:77512;CHEBI:17196;O95150;CHEBI:15729;CHEBI:17847;CHEBI:4608;P59666;CHEBI:18095;P45452;CHEBI:16467;CHEBI:32398;CHEBI:16990;CHEBI:18019;CHEBI:16349;CHEBI:17437;CHEBI:89828;CHEBI:18102;CHEBI:16011;CHEBI:18050;CHEBI:15940;CHEBI:17596;CHEBI:9171;Q9UBH0;CHEBI:16344;CHEBI:15603;CHEBI:18139;CHEBI:9457;Q9ULZ9;CHEBI:16183;Q9H239;CHEBI:31571;Q5VWK5;CHEBI:41253;CHEBI:27750;CHEBI:16450;CHEBI:15727;CHEBI:16480;CHEBI:48943;CHEBI:18107;CHEBI:16643;CHEBI:17203;CHEBI:17489;CHEBI:17053;CHEBI:422;CHEBI:36378;Q00653;CHEBI:77927;CHEBI:15428;CHEBI:16007;CHEBI:16830;CHEBI:84069;CHEBI:41330;CHEBI:17115;CHEBI:19203;CHEBI:16101;CHEBI:28837;P12838;CHEBI:16610;CHEBI:17687;CHEBI:18344;CHEBI:17405;CHEBI:16236;CHEBI:17895;CHEBI:16709;CHEBI:16865;CHEBI:16040;CHEBI:16946;CHEBI:87362;CHEBI:28484;CHEBI:15966;Q9H306;P24347;Q9NRE1;CHEBI:15724;A1A4Y4;CHEBI:15344;CHEBI:17154;CHEBI:18397;CHEBI:15743;CHEBI:15354;CHEBI:25187;CHEBI:29021;CHEBI:37070;CHEBI:144308;CHEBI:37830;CHEBI:17066;CHEBI:15760;CHEBI:16828;CHEBI:16310;CHEBI:16881;Q14116;P21781;CHEBI:30776;CHEBI:15347;CHEBI:25682;CHEBI:53455;Q9NZH6;CHEBI:27971;CHEBI:18127;A0A0U5JA19;Q9UHA7;P01584;CHEBI:17568;CHEBI:15891;Q99542;Q9H015;CHEBI:45571;CHEBI:32892;CHEBI:41808;P29460;CHEBI:41139;CHEBI:89206;CHEBI:34787;CHEBI:17754;CHEBI:17364;Q9Y5R2;CHEBI:86147;CHEBI:18189;CHEBI:16472;CHEBI:16638;Q9HC29;CHEBI:5672;CHEBI:88712;CHEBI:18089;CHEBI:16977;CHEBI:16525;P01375;P51512;CHEBI:5445;CHEBI:28865;CHEBI:16414;P19838;CHEBI:17202;P35228;CHEBI:17482;Q9NPF7;CHEBI:77700;CHEBI:16424;CHEBI:16958;Q01201;CHEBI:15971;CHEBI:77322;O15455;CHEBI:17790;CHEBI:30835;P01583;CHEBI:17368;CHEBI:16583;CHEBI:23012;O76082;CHEBI:17924;P14780;P50281;CHEBI:82927;CHEBI:17992;CHEBI:17169;CHEBI:88764;P22894;Q13651;CHEBI:30768;CHEBI:17418;CHEBI:16027;O00206;P59665;CHEBI:28398;CHEBI:17515;CHEBI:57589;P05231;CHEBI:20607;CHEBI:87434;Q9NZH7;CHEBI:27823;CHEBI:17780;CHEBI:27374;CHEBI:15882;CHEBI:121338;Q8WWZ1;Q08334;Q01524;CHEBI:30769;CHEBI:17295;P08254;Q01523;CHEBI:16708;CHEBI:17700;P51511;CHEBI:35687;Q04864;CHEBI:15676;CHEBI:89173;CHEBI:68830;CHEBI:29019;Q9NPA2;CHEBI:15699;P10145;Q8N119;CHEBI:29009;CHEBI:17854;P03956;CHEBI:4260;P09237;P09238;CHEBI:16135;CHEBI:34118;CHEBI:17824;CHEBI:16737;CHEBI:35559;CHEBI:6854;O75900;CHEBI:17899;CHEBI:73707;Q9UL17;CHEBI:15366;P18510;Q14005;CHEBI:17724;O60882;CHEBI:77929;CHEBI:15698;CHEBI:28831;CHEBI:17935;P39900;CHEBI:15741;P01911;Q9NZH8;CHEBI:17148;CHEBI:28885;CHEBI:29005;Q676U5;CHEBI:44747;CHEBI:42504;CHEBI:15343;CHEBI:50035;CHEBI:89519;P01579;CHEBI:82914;CHEBI:84834;CHEBI:17562;CHEBI:16335;CHEBI:31725;CHEBI:84268;CHEBI:17553;CHEBI:18101;CHEBI:16750;CHEBI:16015;CHEBI:16359;CHEBI:18022;CHEBI:17153;Q04206;CHEBI:77761;CHEBI:35661;CHEBI:30772;CHEBI:16919;CHEBI:17191;CHEBI:46905;CHEBI:88739;CHEBI:87393;CHEBI:52774;CHEBI:30745;CHEBI:27632;CHEBI:89228
